region,scenario,investment_type,investment_amount,current_bds,future_bds,improvement_percent
경상남도,인프라 집중 투자,infrastructure,5000,5.716687861893038,6.616687861893038,15.743381862762249
경상남도,혁신 집중 투자,innovation,3000,5.716687861893038,6.436687861893038,12.594705490209801
경상남도,사회 복지 투자,social,2000,5.716687861893038,5.956687861893038,4.198235163403273
경상남도,환경 친화 투자,environmental,1500,5.716687861893038,5.860687861893038,2.5189410980419633
경상남도,균형 발전 투자,balanced,4000,5.716687861893038,6.292687861893038,10.075764392167837
제주도,인프라 집중 투자,infrastructure,5000,5.793889886818991,6.69388988681899,15.533605532398632
제주도,혁신 집중 투자,innovation,3000,5.793889886818991,6.5138898868189905,12.426884425918908
제주도,사회 복지 투자,social,2000,5.793889886818991,6.033889886818991,4.14229480863964
제주도,환경 친화 투자,environmental,1500,5.793889886818991,5.937889886818991,2.4853768851837845
제주도,균형 발전 투자,balanced,4000,5.793889886818991,6.36988988681899,9.941507540735122
수도권,인프라 집중 투자,infrastructure,5000,6.326367653890788,7.226367653890788,14.226172888426586
수도권,혁신 집중 투자,innovation,3000,6.326367653890788,7.046367653890788,11.38093831074126
수도권,사회 복지 투자,social,2000,6.326367653890788,6.566367653890788,3.7936461035804245
수도권,환경 친화 투자,environmental,1500,6.326367653890788,6.470367653890788,2.276187662148255
수도권,균형 발전 투자,balanced,4000,6.326367653890788,6.902367653890788,9.104750648593006
충청권,인프라 집중 투자,infrastructure,5000,6.143129056171956,6.893129056171956,12.208761905245675
충청권,혁신 집중 투자,innovation,3000,6.143129056171956,6.743129056171956,9.767009524196535
충청권,사회 복지 투자,social,2000,6.143129056171956,6.343129056171956,3.25566984139885
충청권,환경 친화 투자,environmental,1500,6.143129056171956,6.263129056171956,1.9534019048393099
충청권,균형 발전 투자,balanced,4000,6.143129056171956,6.6231290561719565,7.8136076193572395
호남권,인프라 집중 투자,infrastructure,5000,5.317356396297588,6.067356396297588,14.104753266533274
호남권,혁신 집중 투자,innovation,3000,5.317356396297588,5.9173563962975875,11.283802613226612
호남권,사회 복지 투자,social,2000,5.317356396297588,5.517356396297588,3.76126753774221
호남권,환경 친화 투자,environmental,1500,5.317356396297588,5.437356396297588,2.256760522645326
호남권,균형 발전 투자,balanced,4000,5.317356396297588,5.797356396297587,9.027042090581288
대경권,인프라 집중 투자,infrastructure,5000,5.536752381460755,6.286752381460755,13.545846885103579
대경권,혁신 집중 투자,innovation,3000,5.536752381460755,6.136752381460755,10.836677508082857
대경권,사회 복지 투자,social,2000,5.536752381460755,5.7367523814607555,3.6122258360276245
대경권,환경 친화 투자,environmental,1500,5.536752381460755,5.656752381460755,2.167335501616575
대경권,균형 발전 투자,balanced,4000,5.536752381460755,6.016752381460755,8.669342006466282
동남권,인프라 집중 투자,infrastructure,5000,5.736898287132654,6.486898287132654,13.07326646669303
동남권,혁신 집중 투자,innovation,3000,5.736898287132654,6.336898287132653,10.458613173354417
동남권,사회 복지 투자,social,2000,5.736898287132654,5.936898287132654,3.4862043911181444
동남권,환경 친화 투자,environmental,1500,5.736898287132654,5.856898287132654,2.091722634670887
동남권,균형 발전 투자,balanced,4000,5.736898287132654,6.216898287132654,8.366890538683547
강원권,인프라 집중 투자,infrastructure,5000,5.083499026896418,5.833499026896418,14.753617459781251
강원권,혁신 집중 투자,innovation,3000,5.083499026896418,5.683499026896418,11.802893967824994
강원권,사회 복지 투자,social,2000,5.083499026896418,5.283499026896418,3.934297989275004
강원권,환경 친화 투자,environmental,1500,5.083499026896418,5.203499026896418,2.3605787935650024
강원권,균형 발전 투자,balanced,4000,5.083499026896418,5.563499026896418,9.442315174259992
제주권,인프라 집중 투자,infrastructure,5000,5.575091610773517,6.325091610773517,13.452693737815387
제주권,혁신 집중 투자,innovation,3000,5.575091610773517,6.175091610773516,10.762154990252306
제주권,사회 복지 투자,social,2000,5.575091610773517,5.775091610773517,3.587384996750774
제주권,환경 친화 투자,environmental,1500,5.575091610773517,5.695091610773517,2.1524309980504643
제주권,균형 발전 투자,balanced,4000,5.575091610773517,6.055091610773516,8.609723992201841
